race_name,category,climb_name,climb_url,length,steepness,top,km_before_finnish
giro-d-italia,43.647 km/h,Santuario di Oropa,location/oropa,11.8,6.1,1136.0,0.0
giro-d-italia,43.647 km/h,Cima Sappada,location/sappada,10.7,4.4,1290.0,6.0
giro-d-italia,43.647 km/h,Passo Sella,location/passo-sella-sellajoch,9.0,7.3,2239.0,150.0
giro-d-italia,43.647 km/h,Sella Valcalda,location/sella-valcalda,8.9,3.7,952.0,35.0
giro-d-italia,43.647 km/h,Volterra,location/volterra,8.6,4.7,505.0,100.0
giro-d-italia,43.647 km/h,Pietracatella,location/pietracatella,8.4,5.4,684.0,159.0
giro-d-italia,43.647 km/h,Croce Abbio,location/croce-abbio,8.1,4.7,1280.0,39.0
giro-d-italia,43.647 km/h,Superga,location/colle-di-superga,8.0,4.3,646.0,62.0
giro-d-italia,43.647 km/h,Lodrino,location/lodrino,7.6,4.4,736.0,184.0
giro-d-italia,43.647 km/h,Colle del Melogno,location/colle-di-melogno,7.5,4.8,1032.0,102.0
giro-d-italia,43.647 km/h,Colle Maddalena,location/colle-della-maddalena,7.1,6.6,690.0,22.0
giro-d-italia,43.647 km/h,Osimo,location/osimo,7.0,2.3,194.0,100.0
giro-d-italia,43.647 km/h,Passo Duron,location/passo-duron,6.9,5.8,1049.0,52.0
giro-d-italia,43.647 km/h,Perugia,location/perugia,6.6,4.1,472.0,0.0
giro-d-italia,43.647 km/h,Monte Pana,location/monte-pana,6.6,6.3,1628.0,0.0
giro-d-italia,43.647 km/h,Camposauro,location/camposauro,6.1,7.5,801.0,60.0
giro-d-italia,43.647 km/h,Passo Gobbera,location/passo-gobbera,5.7,5.8,981.0,59.0
giro-d-italia,43.647 km/h,Oasi Zegna,location/oasi-zegna,5.5,5.2,752.0,38.0
giro-d-italia,43.647 km/h,La Croce,location/la-croce,5.4,3.1,208.0,42.0
giro-d-italia,43.647 km/h,Nelva,location/nelva,5.0,5.4,787.0,24.0
giro-d-italia,43.647 km/h,Mottolino,location/mottolino,4.6,7.7,2387.0,0.0
giro-d-italia,43.647 km/h,Monsano,location/monsano,4.2,4.0,214.0,66.0
giro-d-italia,43.647 km/h,Monte di Procida (Panoramica),location/monte-di-procida,4.1,3.0,127.0,36.0
giro-d-italia,43.647 km/h,Lu,location/lu,3.4,3.8,280.0,108.0
giro-d-italia,43.647 km/h,Lamon,location/lamon,3.4,5.6,606.0,160.0
giro-d-italia,43.647 km/h,Grotti,location/grotti-toscana,3.3,4.9,366.0,40.0
giro-d-italia,43.647 km/h,Montemagno,location/montemagno,3.0,4.3,214.0,21.0
giro-d-italia,43.647 km/h,Berzano di San Pietro,location/berzano-di-san-pietro,3.0,5.0,390.0,92.0
giro-d-italia,43.647 km/h,Muro di Ca' del Poggio,location/muro-di-ca-del-poggio,1.1,11.7,236.0,154.0
giro-d-italia,43.647 km/h,Ostra,location/ostra,1.0,8.5,176.0,55.0
giro-d-italia,43.647 km/h,Casaglia,location/casaglia-perugia,0.0,0.0,0.0,5.0
dauphine,37.344 km/h,Col de la Ramaz,location/col-de-la-ramaz,14.0,7.0,1617.0,37.0
dauphine,37.344 km/h,Le Salève,location/le-saleve,12.2,6.8,1283.0,58.0
dauphine,37.344 km/h,Le Collet d'Allevard,location/le-collet-d-allevard,11.2,8.4,1415.0,0.0
dauphine,37.344 km/h,Samoëns 1600,location/samoens-1600,9.9,9.0,1617.0,0.0
dauphine,37.344 km/h,Col des Saisies,location/col-des-saisies,9.5,6.5,1649.0,122.0
dauphine,37.344 km/h,Plateau des Glières - Col des Glières,location/montee-du-plateau-des-glieres,9.3,7.3,1442.0,0.0
dauphine,37.344 km/h,Col du Granier,location/col-du-granier,8.9,5.5,1145.0,45.0
dauphine,37.344 km/h,Côte de Saint-Georges-en-Couzan,location/cote-de-saint-georges-en-couzan,7.4,5.7,854.0,18.0
dauphine,37.344 km/h,Col de la Forclaz-de-Montmin,location/col-de-la-forclaz-montmin,7.1,7.2,1140.0,146.0
dauphine,37.344 km/h,Côte d’Arâches,location/cote-d-araches,6.2,7.4,948.0,69.0
dauphine,37.344 km/h,Côte de Fagot,location/cote-de-fagot,5.3,5.3,700.0,97.0
dauphine,37.344 km/h,Côte de Duerne,location/cote-de-duerne,5.0,6.9,805.0,91.0
dauphine,37.344 km/h,Col des Esserieux,location/col-des-esserieux,4.6,5.0,750.0,129.0
dauphine,37.344 km/h,Col Saint-Thomas,location/col-saint-thomas,4.4,6.7,925.0,75.0
dauphine,37.344 km/h,Côte de Givors,location/cote-de-givors,3.8,4.7,341.0,56.0
dauphine,37.344 km/h,Les Estables - Côte des Estables,location/cote-des-estables,3.8,4.9,1337.0,0.0
dauphine,37.344 km/h,Côte de Saint-Victor-sur-Arlanc,location/cote-de-saint-victor-sur-arlanc,3.3,8.8,987.0,94.0
dauphine,37.344 km/h,Côte de Retournac,location/cote-de-retournac,3.2,5.3,691.0,57.0
dauphine,37.344 km/h,Col de la Croix Ladret,location/col-de-la-croix-de-ladret,3.2,5.8,1043.0,8.0
dauphine,37.344 km/h,Côte d'Augerolles,location/cote-daugerolles,2.4,5.7,536.0,160.0
dauphine,37.344 km/h,Côte de Chouvigny,location/cote-de-chouvigny,2.4,7.8,524.0,128.0
dauphine,37.344 km/h,Côte de Gannat,location/cote-de-gannat,2.4,6.2,509.0,146.0
dauphine,37.344 km/h,Côte de Valogeon,location/cote-de-valogeon,2.1,5.1,1187.0,35.0
dauphine,37.344 km/h,Côte de la Côte-Saint-André,location/cote-de-la-cote-saint-andre,1.9,6.5,498.0,143.0
dauphine,37.344 km/h,Côte de Bel-Air,location/cote-de-bel-air4,1.8,5.1,334.0,23.0
dauphine,37.344 km/h,Côte de Croix de Signy,location/cote-de-croix-de-signy,1.6,4.1,779.0,117.0
dauphine,37.344 km/h,Côte de Jenzat,location/cote-de-jenzat,1.5,6.3,387.0,155.0
tour-de-suisse,28.204 km/h,Carì,location/cari,10.2,8.0,1636.0,1.0
tour-de-suisse,28.204 km/h,Gotthardpass,location/passo-san-gottardo,8.2,6.6,2041.0,2.0
tour-de-suisse,28.204 km/h,Carì,location/cari,7.7,9.8,1606.0,117.0
tour-de-suisse,28.204 km/h,Ricken,location/ricken,6.1,5.9,798.0,103.0
tour-de-suisse,28.204 km/h,Kerenzerberg,location/kerenzerberg,6.0,4.8,727.0,135.0
tour-de-suisse,28.204 km/h,Blatten,location/blatten,5.8,8.8,1186.0,1.0
tour-de-suisse,28.204 km/h,Albipass,location/albipass,5.2,5.9,788.0,166.0
tour-de-suisse,28.204 km/h,Ronco,location/ronco-switzerland,5.2,8.4,1418.0,141.0
tour-de-suisse,28.204 km/h,Schöllenen,location/schollenen,4.5,7.5,1397.0,14.0
tour-de-suisse,28.204 km/h,Oberwil-Lieli,location/oberwil-lieli,3.8,5.4,584.0,33.0
tour-de-suisse,28.204 km/h,Regensberg,location/regensberg,2.9,6.3,619.0,12.0
tour-de-suisse,28.204 km/h,Aegst am Albis,location/aegst-am-albis,2.6,6.5,680.0,16.0
tour-de-suisse,28.204 km/h,Albipass,location/albipass,2.0,5.9,783.0,10.0
tour-de-suisse,28.204 km/h,Col de la Croix,location/col-de-la-croix,0.0,0.0,0.0,110.0
tour-de-suisse,28.204 km/h,Villars-sur-Ollon,location/villars-sur-ollon,0.0,0.0,0.0,61.0
tour-de-suisse,28.204 km/h,Col de la Croix,location/col-de-la-croix,0.0,0.0,0.0,51.0
tour-de-suisse,28.204 km/h,Villars-sur-Ollon,location/villars-sur-ollon,0.0,0.0,0.0,1.0
tour-de-france,44.521 km/h,Sestrières,location/sestriere,39.2,3.7,2037.0,89.0
tour-de-france,44.521 km/h,Cime de la Bonette,location/cime-de-la-bonette-restefond,23.1,6.8,2798.0,57.0
tour-de-france,44.521 km/h,Col du Galibier,location/col-du-galibier,22.9,5.1,2628.0,19.0
tour-de-france,44.521 km/h,Col de Turini,location/col-de-turini,20.8,5.7,1602.0,73.0
tour-de-france,44.521 km/h,Col du Tourmalet,location/col-du-tourmalet,18.9,7.4,2115.0,62.0
tour-de-france,44.521 km/h,Col de Vars ,location/col-de-vars,18.9,5.6,2105.0,102.0
tour-de-france,44.521 km/h,Isola 2000,location/isola-2000,16.1,7.1,2022.0,0.0
tour-de-france,44.521 km/h,Col de la Couillole,location/col-de-la-couillole,15.8,7.3,1676.0,0.0
tour-de-france,44.521 km/h,Plateau de Beille,location/plateau-de-beille,15.7,7.8,1782.0,0.0
tour-de-france,44.521 km/h,Col de Valico Tre Faggi,location/colle-tre-faggi,12.6,5.4,978.0,156.0
tour-de-france,44.521 km/h,Saint-Lary-Soulan Pla d’Adet,location/pla-d-adet,10.6,8.0,1653.0,0.0
tour-de-france,44.521 km/h,Col de Braus,location/col-de-braus,10.2,6.3,999.0,108.0
tour-de-france,44.521 km/h,Col d'Agnes,location/col-d-agnes,10.1,8.1,1569.0,59.0
tour-de-france,44.521 km/h,Côte de Carnaio,location/passo-del-carnaio,10.1,4.7,758.0,108.0
tour-de-france,44.521 km/h,Col de Menté,location/col-de-mente,9.4,8.6,1341.0,148.0
tour-de-france,44.521 km/h,Hourquette d’Ancizan,location/hourquette-d-ancizan,8.3,5.0,1565.0,28.0
tour-de-france,44.521 km/h,Col de Montgenèvre,location/col-de-montgenevre,8.3,6.0,1848.0,69.0
tour-de-france,44.521 km/h,La Turbie ,location/la-turbie,8.2,5.7,479.0,23.0
tour-de-france,44.521 km/h,Col du Noyer,location/col-du-noyer,7.6,7.9,1661.0,12.0
tour-de-france,44.521 km/h,Col de la Colmiane,location/col-saint-martin,7.5,6.9,1499.0,37.0
tour-de-france,44.521 km/h,Côte de San Marino,location/san-marino,7.1,4.7,651.0,26.0
tour-de-france,44.521 km/h,Côte de Saint-Apollinaire,location/cote-de-saint-apollinaire,7.1,5.6,1277.0,58.0
tour-de-france,44.521 km/h,Col de Peyresourde,location/col-de-peyresourde,7.0,7.8,1567.0,191.0
tour-de-france,44.521 km/h,Col Bayard,location/col-bayard,6.9,7.1,1247.0,32.0
tour-de-france,44.521 km/h,Côte de Barbotto,location/colle-del-barbotto,5.9,7.6,596.0,70.0
tour-de-france,44.521 km/h,Puy Mary Pas de Peyrol,location/pas-de-peyrol,5.3,7.9,1582.0,31.0
tour-de-france,44.521 km/h,Col de Manse,location/col-de-manse,5.2,3.7,1269.0,82.0
tour-de-france,44.521 km/h,Côte de San Leo,location/san-leo,4.8,7.7,586.0,49.0
tour-de-france,44.521 km/h,Col de Pertus,location/col-du-perthus,4.5,8.2,1299.0,15.0
tour-de-france,44.521 km/h,Col de Portet-d’Aspet,location/col-de-portet-d-aspet,4.4,9.7,1068.0,132.0
tour-de-france,44.521 km/h,Côte de Montemaggio ,location/cote-de-montemaggio,4.3,6.6,519.0,39.0
tour-de-france,44.521 km/h,Col du Festre,location/col-du-festre,4.0,6.5,1440.0,147.0
tour-de-france,44.521 km/h,SuperDévoluy,location/superdevoluy,3.9,5.7,1500.0,0.0
tour-de-france,44.521 km/h,Col de Néronne,location/col-de-neronne,3.9,8.7,1238.0,42.0
tour-de-france,44.521 km/h,Côte de Larodde,location/cote-de-larodde,3.7,6.0,788.0,121.0
tour-de-france,44.521 km/h,Côte des Demoiselles Coiffées,location/cote-des-demoiselles-coiffees,3.5,5.4,1023.0,40.0
tour-de-france,44.521 km/h,Col de Font de Cère,location/col-de-font-de-cere,3.4,5.5,1290.0,3.0
tour-de-france,44.521 km/h,Côte de Sommariva Perno,location/cote-de-sommariva-perno,3.1,4.6,361.0,49.0
tour-de-france,44.521 km/h,Côte de Lhuis,location/cote-de-lhuis,3.0,4.9,380.0,35.0
tour-de-france,44.521 km/h,Côte de Chacenay,location/cote-de-chacenay,3.0,4.2,313.0,78.0
tour-de-france,44.521 km/h,Côte de Verrey-sous-Salmaise ,location/cote-de-verrey-sous-salmaise,3.0,6.0,516.0,145.0
tour-de-france,44.521 km/h,Côte de Baroville,location/cote-de-baroville,2.8,4.3,360.0,129.0
tour-de-france,44.521 km/h,Côte de Montecalvo,location/montecalvo-italy,2.8,7.6,312.0,48.0
tour-de-france,44.521 km/h,Côte d’Autoire,location/cote-d-autoire,2.7,5.7,343.0,141.0
tour-de-france,44.521 km/h,Côte des Forche,location/cote-des-forche,2.5,6.7,448.0,128.0
tour-de-france,44.521 km/h,Côte de Villy-en-Auxois,location/cote-de-villy-en-auxois,2.4,5.6,483.0,151.0
tour-de-france,44.521 km/h,Côte de Corps,location/cote-de-corps,2.2,6.6,926.0,122.0
tour-de-france,44.521 km/h,Côte de Val Frion,location/cote-de-val-frion,2.2,4.9,278.0,92.0
tour-de-france,44.521 km/h,Côte de Vitteaux ,location/cote-de-vitteaux,2.1,7.0,488.0,159.0
tour-de-france,44.521 km/h,Côte de Monticino,location/monticino,2.0,7.2,255.0,125.0
tour-de-france,44.521 km/h,Côte de Montcléra,location/cote-de-montclera,2.0,4.8,287.0,68.0
tour-de-france,44.521 km/h,Côte de Rocamadour,location/cote-de-rocamadour,2.0,5.4,251.0,119.0
tour-de-france,44.521 km/h,Côte de San Luca,location/san-luca,1.9,10.2,266.0,31.0
tour-de-france,44.521 km/h,Côte de Botteghino di Zocca,location/botteghino-di-zocca,1.9,6.3,237.0,60.0
tour-de-france,44.521 km/h,Côte de San Luca,location/san-luca,1.9,10.2,266.0,13.0
tour-de-france,44.521 km/h,Côte de Mouilloux,location/cote-de-mouilloux,1.9,6.4,711.0,131.0
tour-de-france,44.521 km/h,Côte de Simacourbe,location/cote-de-simacourbe,1.8,6.5,307.0,29.0
tour-de-france,44.521 km/h,Col du Bois Clair,location/col-du-bois-clair,1.7,6.0,388.0,154.0
tour-de-france,44.521 km/h,Côte de Bergères,location/cote-des-bergeres,1.7,4.9,331.0,147.0
tour-de-france,44.521 km/h,Côte de Blachon,location/cote-de-blachon,1.6,6.1,301.0,38.0
tour-de-france,44.521 km/h,Côte du Cheval Blanc,location/cote-du-cheval-blanc,1.5,4.6,335.0,73.0
tour-de-france,44.521 km/h,Côte de Barbaresco,location/cote-de-barbaresco,1.4,6.7,270.0,75.0
tour-de-france,44.521 km/h,Côte de Gallisterna,location/cima-gallisterna,1.4,10.5,256.0,110.0
tour-de-france,44.521 km/h,Côte de Giey-sur-Aujon,location/cote-de-giey-sur-aujon,1.2,7.8,391.0,61.0
tour-de-france,44.521 km/h,Côte de Tortone - Fausto Coppi,location/cote-de-tortone-fausto-coppi,1.1,6.1,198.0,160.0
tour-de-france,44.521 km/h,Côte de Fambetou,location/cote-de-fambetou,1.1,4.9,242.0,76.0
tour-de-france,44.521 km/h,Côte de Santenoge,location/cote-de-santenoge,1.1,8.0,458.0,87.0
san-sebastian,40.901 km/h,Urraki,location/urraki,8.5,6.8,677.0,128.0
san-sebastian,40.901 km/h,Jaizkibel,location/alto-de-jaizkibel,7.9,5.6,448.0,60.0
san-sebastian,40.901 km/h,Andazarrate,location/alto-de-andazarrate,5.9,5.7,432.0,208.0
san-sebastian,40.901 km/h,Alkiza,location/alkiza,4.5,5.8,338.0,108.0
san-sebastian,40.901 km/h,Azkarate,location/alto-de-azkarate,4.3,7.1,335.0,149.0
san-sebastian,40.901 km/h,Erlaitz,location/erlaitz,3.8,10.7,435.0,41.0
san-sebastian,40.901 km/h,Pilotegi,location/pilotegi,2.1,10.8,242.0,8.0
tour-de-pologne,46.303 km/h,Przełęcz Jugowska,location/przelecz-jugowska,12.0,4.2,803.0,106.0
tour-de-pologne,46.303 km/h,Przełęcz Kowarska,location/przelecz-kowarska,7.3,2.7,725.0,19.0
tour-de-pologne,46.303 km/h,Przełęcz Jaworowa,location/przelecz-jaworowa,7.2,4.2,716.0,118.0
tour-de-pologne,46.303 km/h,Karłów,location/karlow,7.0,5.1,744.0,62.0
tour-de-pologne,46.303 km/h,Karłów,location/karlow,7.0,5.1,744.0,18.0
tour-de-pologne,46.303 km/h,Przełęcz Tąpadła,location/przelecz-tapadla,5.0,3.3,379.0,103.0
tour-de-pologne,46.303 km/h,Przełęcz Walimska,location/przelecz-walimska,4.5,5.4,754.0,128.0
tour-de-pologne,46.303 km/h,Ściana Harnaś,location/sciana-harnas,2.8,6.4,964.0,47.0
tour-de-pologne,46.303 km/h,Ściana Bukovina,location/sciana-bukovina,2.6,7.9,988.0,60.0
tour-de-pologne,46.303 km/h,Ściana Bukovina,location/sciana-bukovina,2.6,7.9,988.0,12.0
tour-de-pologne,46.303 km/h,Ojców,location/ojcow,2.1,5.0,457.0,91.0
tour-de-pologne,46.303 km/h,Góra Św. Anny,location/gora-swietej-anny-nowa-ruda,2.0,9.7,610.0,89.0
cyclassics-hamburg,48.449 km/h,Waseberg,location/waseberg,0.7,8.4,64.0,63.0
cyclassics-hamburg,48.449 km/h,Waseberg,location/waseberg,0.7,8.4,64.0,24.0
cyclassics-hamburg,48.449 km/h,Waseberg,location/waseberg,0.7,8.4,64.0,16.0
renewi-tour,44.889 km/h,Hoogbergstraat,location/kruisberg-hotond,2.7,4.2,159.0,122.0
renewi-tour,44.889 km/h,Onkerzeleberg,location/onkerzele-berg,1.8,3.7,87.0,12.0
renewi-tour,44.889 km/h,Onkerzeleberg,location/onkerzele-berg,1.8,3.7,87.0,37.0
renewi-tour,44.889 km/h,Onkerzeleberg,location/onkerzele-berg,1.8,3.7,87.0,62.0
renewi-tour,44.889 km/h,Côte Sur les Coteaux,location/cote-sur-les-coteaux,1.6,4.1,144.0,146.0
renewi-tour,44.889 km/h,Côte Sur les Coteaux,location/cote-sur-les-coteaux,1.6,4.1,144.0,86.0
renewi-tour,44.889 km/h,Côte Sur les Coteaux,location/cote-sur-les-coteaux,1.6,4.1,144.0,26.0
renewi-tour,44.889 km/h,Bosberg,location/bosberg,1.4,4.5,100.0,20.0
renewi-tour,44.889 km/h,Bosberg,location/bosberg,1.4,4.5,100.0,46.0
renewi-tour,44.889 km/h,Oude Kruisberg,location/oude-kruisberg,1.4,5.2,116.0,115.0
renewi-tour,44.889 km/h,Bosberg,location/bosberg,1.4,4.5,100.0,71.0
renewi-tour,44.889 km/h,Muur - Kapelmuur,location/muur-van-geraardsbergen,1.2,7.4,105.0,76.0
renewi-tour,44.889 km/h,Muur - Kapelmuur,location/muur-van-geraardsbergen,1.2,7.4,105.0,25.0
renewi-tour,44.889 km/h,Muur - Kapelmuur,location/muur-van-geraardsbergen,1.2,7.4,105.0,50.0
renewi-tour,44.889 km/h,Knokteberg - Trieu,location/knokteberg-trieu,1.2,7.3,117.0,132.0
renewi-tour,44.889 km/h,Les Plachettes,location/cote-des-plachettes,1.1,5.8,111.0,95.0
renewi-tour,44.889 km/h,Berg Ten Houte,location/berg-ten-houte,1.1,5.7,111.0,106.0
renewi-tour,44.889 km/h,Côte de Hallembaye,location/cote-de-hallembaye,1.0,4.9,122.0,37.0
renewi-tour,44.889 km/h,Slingerberg,location/slingerberg-belgium,1.0,4.7,113.0,46.0
renewi-tour,44.889 km/h,Côte de Hallembaye,location/cote-de-hallembaye,1.0,4.9,122.0,97.0
renewi-tour,44.889 km/h,Slingerberg,location/slingerberg-belgium,1.0,4.7,113.0,106.0
renewi-tour,44.889 km/h,Côte de Hallembaye,location/cote-de-hallembaye,1.0,4.9,122.0,157.0
renewi-tour,44.889 km/h,Kluisberg,location/kluisberg,0.8,7.3,86.0,140.0
renewi-tour,44.889 km/h,Denderoordberg,location/denderoordberg,0.7,6.8,64.0,82.0
renewi-tour,44.889 km/h,Denderoordberg,location/denderoordberg,0.7,6.8,64.0,57.0
renewi-tour,44.889 km/h,Denderoordberg,location/denderoordberg,0.7,6.9,64.0,31.0
renewi-tour,44.889 km/h,Denderoordberg,location/denderoordberg,0.7,7.0,65.0,6.0
renewi-tour,44.889 km/h,De Vesten,location/muur-van-geraardsbergen,0.6,6.7,58.0,0.0
renewi-tour,44.889 km/h,Paterberg,location/paterberg,0.4,9.7,67.0,129.0
vuelta-a-espana,55.768 km/h,Puerto de Leitariegos,location/puerto-de-leitariegos,22.8,4.5,1525.0,17.0
vuelta-a-espana,55.768 km/h,Cuitu Negru,location/cuitu-negru,18.9,7.1,1835.0,0.0
vuelta-a-espana,55.768 km/h,Alto de Teixeira,location/alto-de-teixeira,17.4,3.2,855.0,107.0
vuelta-a-espana,55.768 km/h,Estación de Montaña de Manzaneda,location/estacion-de-montana-manzaneda,15.9,4.7,1491.0,0.0
vuelta-a-espana,55.768 km/h,Alto de Fonfría,location/alto-de-fontefria,15.3,4.3,796.0,133.0
vuelta-a-espana,55.768 km/h,Puerto del Boyar,location/puerto-del-boyar,14.7,5.5,1101.0,112.0
vuelta-a-espana,55.768 km/h,Pico Villuercas,location/pico-villuercas,14.6,6.1,1526.0,0.0
vuelta-a-espana,55.768 km/h,Portillo de Lunada,location/portillo-de-lunada,14.1,6.1,1347.0,79.0
vuelta-a-espana,55.768 km/h,Alto de Piornal,location/alto-del-piornal,13.8,5.5,1193.0,116.0
vuelta-a-espana,55.768 km/h,Lagos de Covadonga,location/lagos-de-covadonga,12.2,7.0,1077.0,0.0
vuelta-a-espana,55.768 km/h,Puerto de Los Tornos,location/puerto-de-los-tornos,11.2,5.8,908.0,26.0
vuelta-a-espana,55.768 km/h,Alto de Rivas de Tereso,location/alto-de-rivas-de-tereso,11.0,3.4,942.0,98.0
vuelta-a-espana,55.768 km/h,Alto del Caracol,location/alto-de-el-caracol,10.7,5.5,818.0,98.0
vuelta-a-espana,55.768 km/h,Puerto San Xusto,location/puerto-san-xusto,10.2,4.2,442.0,122.0
vuelta-a-espana,55.768 km/h,Alto de Mougás,location/alto-de-mougas,9.9,6.1,627.0,21.0
vuelta-a-espana,55.768 km/h,Las Estacas de Trueba,location/puerto-de-las-estacas-de-treuba,9.2,3.0,1144.0,138.0
vuelta-a-espana,55.768 km/h,Puerto de Cabezabellosa,location/puerto-de-cabezabellosa,9.2,5.4,934.0,147.0
vuelta-a-espana,55.768 km/h,Puerto de El Purche,location/alto-del-purche,8.9,7.7,1481.0,82.0
vuelta-a-espana,55.768 km/h,Alto de las Abejas,location/puerto-de-las-abejas,8.9,3.9,734.0,0.0
vuelta-a-espana,55.768 km/h,Alto de Moncalvillo,location/alto-de-moncalvillo-la-rioja,8.6,8.9,1490.0,-8.0
vuelta-a-espana,55.768 km/h,Picón Blanco,location/picon-blanco,8.0,9.0,1491.0,0.0
vuelta-a-espana,55.768 km/h,Puerto de Miravete,location/puerto-de-miravete,7.9,4.3,654.0,47.0
vuelta-a-espana,55.768 km/h,Alto O Portelo,location/alto-o-portelo,7.7,5.1,1064.0,101.0
vuelta-a-espana,55.768 km/h,Collada Llomena,location/la-collada-llomena,7.5,9.3,995.0,56.0
vuelta-a-espana,55.768 km/h,Puerto de Ancares,location/puerto-de-ancares,7.5,9.0,1659.0,0.0
vuelta-a-espana,55.768 km/h,Alto del 14%,location/alto-del-catorce-por-ciento,7.4,5.6,584.0,26.0
vuelta-a-espana,55.768 km/h,Puerto Mirador de las Palomas,location/puerto-mirador-de-las-palomas,7.3,5.6,1228.0,54.0
vuelta-a-espana,55.768 km/h,Portillo de la Sía,location/puerto-de-la-sia,7.2,5.8,1221.0,61.0
vuelta-a-espana,55.768 km/h,Alto de Hazallanas,location/alto-de-hazallanas,7.1,9.6,1672.0,23.0
vuelta-a-espana,55.768 km/h,Alto de Hazallanas,location/alto-de-hazallanas,7.1,9.6,1672.0,54.0
vuelta-a-espana,55.768 km/h,Alto del Caracol,location/alto-de-el-caracol,7.1,6.6,816.0,71.0
vuelta-a-espana,55.768 km/h,Puerto de Cerredo,location/puerto-de-cerredo,7.0,4.6,1351.0,98.0
vuelta-a-espana,55.768 km/h,Mirador del Fito,location/mirador-del-fito,7.0,8.0,575.0,104.0
vuelta-a-espana,55.768 km/h,Alto da Batalha,location/alto-da-batalha,6.9,3.3,379.0,19.0
vuelta-a-espana,55.768 km/h,Puerto del Viento,location/puerto-del-viento,6.6,4.2,1062.0,55.0
vuelta-a-espana,55.768 km/h,Puerto de Lumeras,location/puerto-de-lumeras,6.6,5.9,1039.0,20.0
vuelta-a-espana,55.768 km/h,Alto de la Colladiella,location/alto-de-la-colladiella,6.5,8.0,843.0,105.0
vuelta-a-espana,55.768 km/h,Alto de la Colladiella,location/alto-de-la-colladiella,6.5,8.0,843.0,55.0
vuelta-a-espana,55.768 km/h,Alto de Alpedrinha,location/alto-de-alpedrinha,6.3,3.3,731.0,43.0
vuelta-a-espana,55.768 km/h,Alto de Vilachán,location/alto-de-vilachan,6.3,5.5,383.0,55.0
vuelta-a-espana,55.768 km/h,Alto de Mabia,location/alto-de-mabia,6.0,5.7,435.0,40.0
vuelta-a-espana,55.768 km/h,Puerto de La Braguía,location/puerto-de-la-braguia,5.8,5.2,694.0,117.0
vuelta-a-espana,55.768 km/h,Alto de Santo Emiliano,location/alto-de-santo-emiliano,5.6,4.9,512.0,78.0
vuelta-a-espana,55.768 km/h,Puerto Herrera,location/alto-de-la-herrera,5.6,8.4,1098.0,45.0
vuelta-a-espana,55.768 km/h,Puerto Aguasantas,location/puerto-aguasantas,5.6,6.1,443.0,46.0
vuelta-a-espana,55.768 km/h,Puerto Aguasantas,location/puerto-aguasantas,5.6,6.1,443.0,83.0
vuelta-a-espana,55.768 km/h,Alto de la Estranguada,location/alto-de-la-estranguada,5.5,8.7,679.0,87.0
vuelta-a-espana,55.768 km/h,Puerto de Pradilla,location/alto-de-pradilla,5.3,5.0,1242.0,70.0
vuelta-a-espana,55.768 km/h,Alto do Lagoa Azul,location/alto-do-lagoa-azul,5.3,4.8,270.0,185.0
vuelta-a-espana,55.768 km/h,Alto Campo de Arbre,location/alto-campo-de-arbre,5.0,5.9,794.0,142.0
vuelta-a-espana,55.768 km/h,Sierra de Cazorla,location/sierra-de-cazorla,4.8,7.2,1056.0,0.0
vuelta-a-espana,55.768 km/h,Puerto Martínez,location/puerto-martinez,3.5,5.9,729.0,26.0
vuelta-a-espana,55.768 km/h,Puerto Cruxeiras,location/puerto-cruxeiras,2.8,9.0,311.0,6.0
bretagne-classic,42.177 km/h,Col de Toullaeron,location/col-de-toullaeron,2.6,4.4,267.0,104.0
bretagne-classic,42.177 km/h,Ty Coz,location/ty-coz,2.3,5.4,300.0,92.0
bretagne-classic,42.177 km/h,Saint-Herbot,location/saint-herbot,2.0,5.5,206.0,128.0
bretagne-classic,42.177 km/h,Restembolaye,location/restembolaye,1.9,2.5,129.0,45.0
bretagne-classic,42.177 km/h,Quelennec,location/quelennec,1.7,3.4,186.0,83.0
bretagne-classic,42.177 km/h,Kergoat,location/kergoat,1.5,5.0,160.0,73.0
bretagne-classic,42.177 km/h,Locmaria,location/locmaria,1.5,3.8,135.0,60.0
bretagne-classic,42.177 km/h,Marta,location/marta,1.5,5.8,137.0,28.0
bretagne-classic,42.177 km/h,Longeo,location/longeo,1.5,5.7,138.0,20.0
bretagne-classic,42.177 km/h,Rostervel,location/rostervel,1.4,4.2,143.0,10.0
bretagne-classic,42.177 km/h,Kervelen,location/kervelen,1.3,3.8,106.0,49.0
bretagne-classic,42.177 km/h,Le Lezot,location/le-lezot,0.9,4.8,133.0,5.0
bretagne-classic,42.177 km/h,Kerbris,location/kerbris,0.8,5.6,163.0,77.0
bretagne-classic,42.177 km/h,Le Moustoir,location/le-moustoir,0.4,6.7,87.0,41.0
bretagne-classic,42.177 km/h,Beg ar Salud,location/beg-ar-salud,0.4,6.8,110.0,31.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,191.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,178.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,166.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,153.0
